core
238 176 355 144 235 265 389 234 266 288 154 330 352 334 230 234 331 110 302 176 128 271 302 149 216 279 193 365 117 163 293 148 206 296 104 193 381 110 309 159 358 120 250 154 215 326 206 240 244 179 101 309 328 155 139 398 115 266 248 314 364 200 321 17 103 92 66 61 25 64 20 58 66 99 99 82 67 120 51 55 108 51 144 94 102 25 55 136 50 1000000000
has_camera
0 0 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
has_gpu
1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 1 0 1 1 1 0
bandwidth
0,3 374
0,8 562
0,12 511
0,16 166
0,61 189
0,89 462
1,3 379
1,27 146
1,43 241
1,52 462
1,89 141
2,5 151
2,89 427
3,18 537
3,30 142
3,89 455
4,19 129
4,52 128
4,89 194
5,9 372
5,51 227
5,53 294
5,89 158
6,10 600
6,27 571
6,41 440
6,51 199
7,21 168
7,22 483
7,38 240
7,48 298
7,50 297
7,89 399
8,54 160
8,87 110
9,20 557
9,89 583
10,63 551
11,27 517
11,35 561
12,37 365
12,70 548
13,15 283
13,35 113
13,45 369
13,46 458
13,78 400
13,89 414
14,22 191
14,32 580
14,60 316
14,62 193
15,39 487
15,59 171
16,26 578
16,38 525
16,52 318
16,89 103
17,21 560
17,22 311
17,31 174
17,54 560
17,56 123
17,58 482
17,89 434
18,27 252
18,79 507
18,89 433
19,34 470
20,83 330
21,31 127
21,62 465
21,66 316
21,86 263
22,31 572
22,36 315
22,62 329
23,54 588
23,55 342
23,88 268
23,89 114
24,35 275
24,76 531
25,57 295
25,58 245
25,89 430
26,37 315
26,73 383
26,89 495
28,44 235
28,49 149
28,55 374
28,60 162
29,60 375
29,89 191
30,75 183
31,56 270
31,89 151
32,89 189
33,56 223
33,89 206
34,54 294
34,85 564
34,89 563
35,89 449
36,50 375
36,89 240
37,55 223
37,58 582
37,84 111
38,47 338
38,89 353
39,49 100
39,54 498
39,80 293
39,89 577
40,43 451
40,47 237
40,52 276
40,59 127
40,69 573
40,89 376
42,54 150
42,89 276
44,46 127
44,81 394
45,47 500
45,89 145
46,51 171
46,53 229
46,54 101
47,53 464
47,67 448
47,89 493
48,58 149
49,57 447
49,89 400
50,60 186
50,64 532
52,55 126
53,56 448
53,89 224
54,61 238
54,82 380
55,68 441
55,72 384
55,89 282
56,62 550
56,89 497
57,65 300
57,89 107
58,74 324
58,89 325
59,71 436
60,61 100
60,89 265
61,89 272
62,77 238
62,89 195
latency
0,3 1
0,8 1
0,12 1
0,16 1
0,61 1
0,89 1
1,3 1
1,27 1
1,43 1
1,52 1
1,89 1
2,5 1
2,89 1
3,18 1
3,30 1
3,89 1
4,19 1
4,52 1
4,89 1
5,9 1
5,51 1
5,53 1
5,89 1
6,10 1
6,27 1
6,41 1
6,51 1
7,21 1
7,22 1
7,38 1
7,48 1
7,50 1
7,89 1
8,54 1
8,87 1
9,20 1
9,89 1
10,63 1
11,27 1
11,35 1
12,37 1
12,70 1
13,15 1
13,35 1
13,45 1
13,46 1
13,78 1
13,89 1
14,22 1
14,32 1
14,60 1
14,62 1
15,39 1
15,59 1
16,26 1
16,38 1
16,52 1
16,89 1
17,21 1
17,22 1
17,31 1
17,54 1
17,56 1
17,58 1
17,89 1
18,27 1
18,79 1
18,89 1
19,34 1
20,83 1
21,31 1
21,62 1
21,66 1
21,86 1
22,31 1
22,36 1
22,62 1
23,54 1
23,55 1
23,88 1
23,89 1
24,35 1
24,76 1
25,57 1
25,58 1
25,89 1
26,37 1
26,73 1
26,89 1
28,44 1
28,49 1
28,55 1
28,60 1
29,60 1
29,89 1
30,75 1
31,56 1
31,89 1
32,89 1
33,56 1
33,89 1
34,54 1
34,85 1
34,89 1
35,89 1
36,50 1
36,89 1
37,55 1
37,58 1
37,84 1
38,47 1
38,89 1
39,49 1
39,54 1
39,80 1
39,89 1
40,43 1
40,47 1
40,52 1
40,59 1
40,69 1
40,89 1
42,54 1
42,89 1
44,46 1
44,81 1
45,47 1
45,89 1
46,51 1
46,53 1
46,54 1
47,53 1
47,67 1
47,89 1
48,58 1
49,57 1
49,89 1
50,60 1
50,64 1
52,55 1
53,56 1
53,89 1
54,61 1
54,82 1
55,68 1
55,72 1
55,89 1
56,62 1
56,89 1
57,65 1
57,89 1
58,74 1
58,89 1
59,71 1
60,61 1
60,89 1
61,89 1
62,77 1
62,89 1
