core
111 209 129 204 257 333 301 210 143 374 196 239 263 312 204 205 343 124 322 170 327 180 121 382 180 400 86 71 134 115 70 12 70 17 139 103 75 67 98 1000000000
has_camera
1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0
has_gpu
1 0 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 0
bandwidth
0,19 326
0,25 100
0,39 356
1,10 186
1,34 305
1,39 354
2,12 456
2,39 323
3,25 264
3,36 525
4,5 213
4,39 242
5,15 578
5,21 439
5,39 543
6,7 255
6,9 506
6,23 267
6,27 352
6,29 585
6,39 114
7,39 434
8,14 348
8,17 133
8,25 318
8,26 468
8,39 167
9,22 335
9,24 375
10,12 237
10,19 477
11,21 316
11,25 152
11,39 505
12,22 447
12,39 114
13,15 313
13,21 278
14,32 571
14,39 225
15,30 527
15,33 315
15,39 329
16,23 149
16,39 550
17,19 362
17,25 408
17,35 150
18,20 211
18,24 175
18,39 259
21,28 301
22,25 532
22,39 386
23,39 148
24,31 356
24,37 388
24,38 180
24,39 215
latency
0,19 1
0,25 1
0,39 1
1,10 1
1,34 1
1,39 1
2,12 1
2,39 1
3,25 1
3,36 1
4,5 1
4,39 1
5,15 1
5,21 1
5,39 1
6,7 1
6,9 1
6,23 1
6,27 1
6,29 1
6,39 1
7,39 1
8,14 1
8,17 1
8,25 1
8,26 1
8,39 1
9,22 1
9,24 1
10,12 1
10,19 1
11,21 1
11,25 1
11,39 1
12,22 1
12,39 1
13,15 1
13,21 1
14,32 1
14,39 1
15,30 1
15,33 1
15,39 1
16,23 1
16,39 1
17,19 1
17,25 1
17,35 1
18,20 1
18,24 1
18,39 1
21,28 1
22,25 1
22,39 1
23,39 1
24,31 1
24,37 1
24,38 1
24,39 1
