core
524 191 114 158 546 233 220 34 37 30 212 72 234 863 122 
has_camera
0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 
has_gpu
0 1 1 1 0 1 0 0 1 1 0 0 0 0 1 
bandwidth
1,0 163
1,12 138
1,5 107
2,0 124
2,7 167
3,1 112
4,0 115
4,9 139
5,4 137
6,4 62
6,7 188
7,3 162
8,7 149
9,7 128
9,10 144
10,6 161
11,9 128
12,6 129
12,4 146
13,0 70
14,2 91
14,1 186
14,4 155
latency
1,0 2
1,12 2
1,5 3
2,0 4
2,7 4
3,1 4
4,0 4
4,9 4
5,4 3
6,4 3
6,7 2
7,3 2
8,7 2
9,7 4
9,10 4
10,6 2
11,9 4
12,6 4
12,4 4
13,0 3
14,2 3
14,1 3
14,4 4
