core
392 208 166 111 588 228 157 10 46 211 228 132 633 237 98 46 38 713 67 132 
has_camera
0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 1 
has_gpu
0 1 0 1 0 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 
bandwidth
1,0 97
2,0 166
3,1 184
3,16 95
4,0 139
5,3 119
6,3 165
7,5 160
8,7 79
9,5 111
10,2 152
10,16 112
11,6 160
12,0 61
12,7 101
13,3 98
14,2 149
15,7 182
15,10 55
16,7 145
16,17 181
17,0 117
17,4 189
17,10 60
18,7 101
18,2 56
19,6 97
latency
1,0 2
2,0 3
3,1 4
3,16 3
4,0 4
5,3 4
6,3 4
7,5 4
8,7 3
9,5 3
10,2 4
10,16 4
11,6 3
12,0 2
12,7 4
13,3 3
14,2 3
15,7 4
15,10 4
16,7 4
16,17 4
17,0 3
17,4 3
17,10 3
18,7 3
18,2 3
19,6 2
