core
824 600 85 123 214 765 163 225 201 9 223 98 115 20 664 58 71 
has_camera
0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 
has_gpu
0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 
bandwidth
1,0 134
1,9 78
1,5 195
2,1 193
2,12 107
3,1 54
3,10 94
4,1 159
5,0 81
6,1 135
7,1 68
8,1 153
9,8 106
9,10 135
10,5 169
10,12 113
11,3 130
12,10 64
13,11 98
13,8 143
13,9 131
14,5 106
14,0 67
15,13 149
15,16 151
16,9 52
latency
1,0 3
1,9 3
1,5 4
2,1 3
2,12 3
3,1 3
3,10 3
4,1 3
5,0 2
6,1 2
7,1 4
8,1 3
9,8 2
9,10 2
10,5 4
10,12 2
11,3 3
12,10 4
13,11 3
13,8 4
13,9 2
14,5 3
14,0 4
15,13 4
15,16 4
16,9 3
